"Plot Title: Rollinson_U134"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 9663854, SEN S/N: 2445099)","Temp, °F (LGR S/N: 9663854, SEN S/N: 20145886)","RH, % (LGR S/N: 9663854, SEN S/N: 20145886)","PAR, µmol/m²/s (LGR S/N: 9663854, SEN S/N: 20210397)","Water Content, m³/m³ (LGR S/N: 9663854, SEN S/N: 20267513)"
71,03/30/19 11:00:35 AM,40.951,41.554,69.500,131.2,0.2000
72,03/30/19 12:00:35 PM,40.998,41.137,68.100,111.2,0.1993
73,03/30/19 01:00:35 PM,41.043,42.663,61.300,166.2,0.1993
74,03/30/19 02:00:35 PM,41.137,46.481,52.600,321.2,0.1993
75,03/30/19 03:00:35 PM,41.277,43.853,48.000,246.2,0.2000
76,03/30/19 04:00:35 PM,41.369,37.798,60.900,108.7,0.2008
77,03/30/19 05:00:35 PM,41.322,36.120,79.100,21.2,0.2000
78,03/30/19 06:00:35 PM,41.043,35.541,82.900,33.7,0.1986
79,03/30/19 07:00:35 PM,40.764,34.468,86.200,33.7,0.1978
80,03/30/19 08:00:35 PM,40.485,33.978,84.600,1.2,0.1978
81,03/30/19 09:00:35 PM,40.204,32.691,81.300,1.2,0.1971
82,03/30/19 10:00:35 PM,39.877,31.591,80.100,1.2,0.1964
83,03/30/19 11:00:35 PM,39.549,29.917,81.500,1.2,0.1957
84,03/31/19 12:00:35 AM,39.267,29.251,83.900,1.2,0.1957
85,03/31/19 01:00:35 AM,38.984,29.046,81.300,1.2,0.1949
86,03/31/19 02:00:35 AM,38.700,27.694,60.700,1.2,0.1978
87,03/31/19 03:00:35 AM,38.464,25.738,58.700,1.2,0.1978
88,03/31/19 04:00:35 AM,38.226,24.933,58.100,1.2,0.1971
89,03/31/19 05:00:35 AM,37.942,23.189,53.400,1.2,0.1964
90,03/31/19 06:00:35 AM,37.702,22.581,59.700,1.2,0.1949
91,03/31/19 07:00:35 AM,37.513,22.746,63.400,6.2,0.1935
92,03/31/19 08:00:35 AM,37.321,25.686,62.000,73.7,0.1862
93,03/31/19 09:00:35 AM,37.179,28.891,55.500,168.7,0.1862
94,03/31/19 10:00:35 AM,37.035,31.743,49.400,296.2,0.1877
95,03/31/19 11:00:35 AM,36.939,34.957,45.500,693.7,0.1906
96,03/31/19 12:00:35 PM,36.939,35.830,40.400,696.2,0.1920
97,03/31/19 01:00:35 PM,37.081,38.368,39.600,648.7,0.1928
98,03/31/19 02:00:35 PM,37.465,40.579,37.600,738.7,0.1928
99,03/31/19 03:00:35 PM,38.084,40.951,36.400,666.2,0.1935
100,03/31/19 04:00:35 PM,38.653,40.951,35.800,541.2,0.1942
101,03/31/19 05:00:35 PM,39.124,39.643,36.600,251.2,0.1942
102,03/31/19 06:00:35 PM,39.267,37.751,37.600,146.2,0.1935
103,03/31/19 07:00:35 PM,39.267,34.957,40.600,36.2,0.1928
104,03/31/19 08:00:35 PM,39.078,31.390,47.200,1.2,0.1920
105,03/31/19 09:00:35 PM,38.842,30.326,58.100,1.2,0.1920
106,03/31/19 10:00:35 PM,38.557,29.406,62.200,1.2,0.1920
107,03/31/19 11:00:35 PM,38.273,28.839,65.500,1.2,0.1920
108,04/01/19 12:00:35 AM,37.989,28.216,66.900,1.2,0.1920
109,04/01/19 01:00:35 AM,37.751,26.483,69.300,1.2,0.1928
110,04/01/19 02:00:35 AM,37.560,24.825,73.900,1.2,0.1928
111,04/01/19 03:00:35 AM,37.369,25.255,80.200,1.2,0.1928
112,04/01/19 04:00:35 AM,37.179,23.846,81.000,1.2,0.1928
113,04/01/19 05:00:35 AM,36.986,23.243,84.100,1.2,0.1920
114,04/01/19 06:00:35 AM,36.842,23.628,86.300,1.2,0.1920
115,04/01/19 07:00:35 AM,36.698,26.643,85.100,6.2,0.1920
116,04/01/19 08:00:35 AM,36.554,31.239,80.100,76.2,0.1855
117,04/01/19 09:00:35 AM,36.459,34.957,69.000,148.7,0.1862
118,04/01/19 10:00:35 AM,36.410,40.392,61.400,286.2,0.1884
119,04/01/19 11:00:35 AM,36.505,41.648,49.400,346.2,0.1906
120,04/01/19 12:00:35 PM,36.842,44.809,45.300,446.2,0.1913
121,04/01/19 01:00:35 PM,37.416,48.182,42.700,656.2,0.1928
122,04/01/19 02:00:35 PM,38.084,48.538,43.200,733.7,0.1935
123,04/01/19 03:00:35 PM,38.795,48.360,44.500,598.7,0.1935
124,04/01/19 04:00:35 PM,39.502,49.204,46.200,433.7,0.1935
125,04/01/19 05:00:35 PM,40.064,48.717,47.800,296.2,0.1942
126,04/01/19 06:00:35 PM,40.345,47.289,52.000,121.2,0.1935
127,04/01/19 07:00:35 PM,40.392,45.444,55.600,38.7,0.1935
128,04/01/19 08:00:35 PM,40.298,43.259,59.900,1.2,0.1935
129,04/01/19 09:00:35 PM,40.111,41.508,65.900,1.2,0.1928
130,04/01/19 10:00:35 PM,39.877,41.554,69.600,1.2,0.1928
131,04/01/19 11:00:35 PM,39.643,41.137,70.100,1.2,0.1920
132,04/02/19 12:00:35 AM,39.502,41.184,71.000,1.2,0.1920
133,04/02/19 01:00:35 AM,39.360,40.298,70.100,1.2,0.1920
134,04/02/19 02:00:35 AM,39.220,39.549,71.600,1.2,0.1920
135,04/02/19 03:00:35 AM,39.124,39.173,73.100,1.2,0.1920
136,04/02/19 04:00:35 AM,38.984,38.037,73.200,1.2,0.1913
137,04/02/19 05:00:35 AM,38.842,37.369,75.500,1.2,0.1913
138,04/02/19 06:00:35 AM,38.700,35.928,77.300,1.2,0.1913
139,04/02/19 07:00:35 AM,38.511,36.842,78.700,3.7,0.1906
140,04/02/19 08:00:35 AM,38.415,38.984,76.500,53.7,0.1906
141,04/02/19 09:00:35 AM,38.368,43.579,69.200,173.7,0.1913
142,04/02/19 10:00:35 AM,38.464,48.493,60.100,321.2,0.1920
143,04/02/19 11:00:35 AM,38.795,54.691,52.900,741.2,0.1928
144,04/02/19 12:00:35 PM,39.407,55.776,44.000,698.7,0.1935
145,04/02/19 01:00:35 PM,40.204,54.648,39.400,398.7,0.1935
146,04/02/19 02:00:35 PM,40.905,53.472,48.700,458.7,0.1935
147,04/02/19 03:00:35 PM,41.416,46.841,62.200,123.7,0.1935
148,04/02/19 04:00:35 PM,41.693,49.737,65.800,231.2,0.1935
149,04/02/19 05:00:35 PM,41.832,48.315,64.600,168.7,0.1935
150,04/02/19 06:00:35 PM,41.878,47.289,66.000,101.2,0.1935
151,04/02/19 07:00:35 PM,41.878,44.310,68.700,43.7,0.1935
152,04/02/19 08:00:35 PM,41.740,41.832,71.500,1.2,0.1928
153,04/02/19 09:00:35 PM,41.508,41.740,74.800,1.2,0.1920
154,04/02/19 10:00:35 PM,41.184,39.877,73.800,1.2,0.1913
155,04/02/19 11:00:35 PM,40.905,39.970,77.000,1.2,0.1913
156,04/03/19 12:00:35 AM,40.626,38.842,77.400,1.2,0.1913
157,04/03/19 01:00:35 AM,40.345,37.609,79.400,1.2,0.1906
158,04/03/19 02:00:35 AM,40.111,38.131,79.800,1.2,0.1906
159,04/03/19 03:00:35 AM,39.877,38.842,76.400,1.2,0.1906
160,04/03/19 04:00:35 AM,39.690,38.511,77.100,1.2,0.1899
161,04/03/19 05:00:35 AM,39.502,36.169,80.000,1.2,0.1899
162,04/03/19 06:00:35 AM,39.313,32.641,84.300,1.2,0.1899
163,04/03/19 07:00:35 AM,39.078,32.841,88.900,8.7,0.1899
164,04/03/19 08:00:35 AM,38.889,37.656,88.400,78.7,0.1891
165,04/03/19 09:00:35 AM,38.795,44.310,68.700,201.2,0.1899
166,04/03/19 10:00:35 AM,38.842,47.467,47.900,311.2,0.1913
167,04/03/19 11:00:35 AM,39.124,52.160,38.300,781.2,0.1920
168,04/03/19 12:00:35 PM,39.690,54.473,32.700,721.2,0.1928
169,04/03/19 01:00:35 PM,40.438,57.636,29.500,666.2,0.1928
170,04/03/19 02:00:35 PM,41.230,59.099,29.700,741.2,0.1928
171,04/03/19 03:00:35 PM,42.017,59.401,29.700,573.7,0.1928
172,04/03/19 04:00:35 PM,42.708,60.433,31.900,416.2,0.1935
173,04/03/19 05:00:35 PM,43.167,57.333,35.800,191.2,0.1935
174,04/03/19 06:00:35 PM,43.396,56.208,38.000,93.7,0.1935
175,04/03/19 07:00:35 PM,43.443,54.648,40.900,21.2,0.1935
176,04/03/19 08:00:35 PM,43.396,52.947,44.100,1.2,0.1935
177,04/03/19 09:00:35 PM,43.306,48.137,61.400,1.2,0.1899
178,04/03/19 10:00:35 PM,43.122,46.661,77.200,1.2,0.1899
179,04/03/19 11:00:35 PM,43.030,46.661,83.000,1.2,0.1906
180,04/04/19 12:00:35 AM,42.892,45.986,82.000,1.2,0.1899
181,04/04/19 01:00:35 AM,42.755,44.582,87.700,1.2,0.1790
182,04/04/19 02:00:35 AM,42.663,44.310,93.600,1.2,0.1819
183,04/04/19 03:00:35 AM,42.570,43.671,95.000,1.2,0.1804
184,04/04/19 04:00:35 AM,42.433,43.763,95.600,1.2,0.1797
185,04/04/19 05:00:35 AM,42.341,43.763,93.800,1.2,0.1840
186,04/04/19 06:00:35 AM,42.294,43.624,94.100,1.2,0.1899
187,04/04/19 07:00:35 AM,42.202,43.900,94.500,1.2,0.1913
188,04/04/19 08:00:35 AM,42.156,44.537,94.800,23.7,0.1928
189,04/04/19 09:00:35 AM,42.109,44.492,92.600,46.2,0.1935
190,04/04/19 10:00:35 AM,42.109,44.764,92.700,111.2,0.1935
191,04/04/19 11:00:35 AM,42.202,45.262,89.600,141.2,0.1928
192,04/04/19 12:00:35 PM,42.294,45.082,89.500,143.7,0.1877
193,04/04/19 01:00:35 PM,42.386,45.127,92.300,236.2,0.1891
194,04/04/19 02:00:35 PM,42.525,45.127,93.700,121.2,0.1906
195,04/04/19 03:00:35 PM,42.663,45.082,95.300,121.2,0.1978
196,04/04/19 04:00:35 PM,42.708,44.856,95.800,78.7,0.2015
197,04/04/19 05:00:35 PM,42.755,44.719,96.000,51.2,0.2008
198,04/04/19 06:00:35 PM,42.755,44.719,96.000,36.2,0.2008
199,04/04/19 07:00:35 PM,42.755,43.122,94.600,18.7,0.1993
200,04/04/19 08:00:35 PM,42.663,41.601,93.500,1.2,0.1978
201,04/04/19 09:00:35 PM,42.525,40.485,94.200,1.2,0.1964
202,04/04/19 10:00:35 PM,42.386,40.251,95.800,1.2,0.1935
203,04/04/19 11:00:35 PM,42.202,40.017,96.700,1.2,0.1971
204,04/05/19 12:00:35 AM,42.064,39.924,96.900,1.2,0.1978
205,04/05/19 01:00:35 AM,41.925,40.392,96.300,1.2,0.1971
206,04/05/19 02:00:35 AM,41.787,40.579,95.900,1.2,0.1971
207,04/05/19 03:00:35 AM,41.693,40.719,95.200,1.2,0.1964
208,04/05/19 04:00:35 AM,41.601,40.298,94.400,1.2,0.1957
209,04/05/19 05:00:35 AM,41.554,40.064,94.400,1.2,0.1949
210,04/05/19 06:00:35 AM,41.463,39.970,94.400,1.2,0.1942
211,04/05/19 07:00:35 AM,41.369,40.438,94.700,1.2,0.1935
212,04/05/19 08:00:35 AM,41.322,40.858,94.800,16.2,0.1928
213,04/05/19 09:00:35 AM,41.322,42.017,93.900,46.2,0.1928
214,04/05/19 10:00:35 AM,41.369,43.167,92.700,73.7,0.1928
215,04/05/19 11:00:35 AM,41.463,44.946,91.600,131.2,0.1928
216,04/05/19 12:00:35 PM,41.693,48.360,90.100,313.7,0.1928
217,04/05/19 01:00:35 PM,42.017,50.356,87.900,306.2,0.1928
218,04/05/19 02:00:35 PM,42.478,53.298,85.600,326.2,0.1935
219,04/05/19 03:00:35 PM,42.984,55.213,81.600,368.7,0.1935
220,04/05/19 04:00:35 PM,43.534,55.125,79.400,238.7,0.1935
221,04/05/19 05:00:35 PM,43.945,54.212,81.500,106.2,0.1935
222,04/05/19 06:00:35 PM,44.218,53.994,82.100,73.7,0.1935
223,04/05/19 07:00:35 PM,44.355,52.860,83.800,31.2,0.1935
224,04/05/19 08:00:35 PM,44.400,51.589,86.400,1.2,0.1935
225,04/05/19 09:00:35 PM,44.355,50.621,88.900,1.2,0.1928
226,04/05/19 10:00:35 PM,44.310,50.576,89.800,1.2,0.1928
227,04/05/19 11:00:35 PM,44.218,49.914,90.700,1.2,0.1928
228,04/06/19 12:00:35 AM,44.173,48.717,92.000,1.2,0.1920
229,04/06/19 01:00:35 AM,44.082,45.127,94.000,1.2,0.1920
230,04/06/19 02:00:35 AM,43.900,42.247,96.300,1.2,0.1920
231,04/06/19 03:00:35 AM,43.671,40.064,97.600,1.2,0.1913
232,04/06/19 04:00:35 AM,43.396,38.700,98.200,1.2,0.1913
233,04/06/19 05:00:35 AM,43.075,36.986,98.700,1.2,0.1913
234,04/06/19 06:00:35 AM,42.800,36.459,99.100,1.2,0.1906
235,04/06/19 07:00:35 AM,42.570,36.986,99.400,8.7,0.1906
236,04/06/19 08:00:35 AM,42.341,41.554,99.700,66.2,0.1906
237,04/06/19 09:00:35 AM,42.294,48.049,99.600,158.7,0.1899
238,04/06/19 10:00:35 AM,42.433,54.212,97.700,266.2,0.1899
239,04/06/19 11:00:35 AM,42.892,59.873,83.100,441.2,0.1906
240,04/06/19 12:00:35 PM,43.579,63.048,72.300,533.7,0.1928
241,04/06/19 01:00:35 PM,44.400,63.903,67.500,458.7,0.1949
242,04/06/19 02:00:35 PM,45.217,66.000,61.900,666.2,0.1971
243,04/06/19 03:00:35 PM,46.031,67.757,58.600,448.7,0.1978
244,04/06/19 04:00:35 PM,46.751,67.714,56.100,358.7,0.1978
245,04/06/19 05:00:35 PM,47.334,68.356,54.300,256.2,0.1978
246,04/06/19 06:00:35 PM,47.647,64.717,56.300,143.7,0.1978
247,04/06/19 07:00:35 PM,47.736,59.788,66.200,51.2,0.1978
248,04/06/19 08:00:35 PM,47.647,56.251,73.300,1.2,0.1978
249,04/06/19 09:00:35 PM,47.467,54.430,77.900,1.2,0.1978
250,04/06/19 10:00:35 PM,47.199,53.472,80.100,1.2,0.1971
251,04/06/19 11:00:35 PM,46.931,53.209,82.300,1.2,0.1971
252,04/07/19 12:00:35 AM,46.661,50.709,84.800,1.2,0.1964
253,04/07/19 01:00:35 AM,46.436,51.062,87.600,1.2,0.1964
254,04/07/19 02:00:35 AM,46.211,50.047,87.700,1.2,0.1957
255,04/07/19 03:00:35 AM,45.986,49.561,89.900,1.2,0.1949
256,04/07/19 04:00:35 AM,45.761,49.073,88.900,1.2,0.1949
257,04/07/19 05:00:35 AM,45.579,48.405,89.600,1.2,0.1949
258,04/07/19 06:00:35 AM,45.444,49.782,90.400,1.2,0.1942
259,04/07/19 07:00:35 AM,45.307,50.621,89.000,6.2,0.1942
260,04/07/19 08:00:35 AM,45.262,56.035,85.200,41.2,0.1942
261,04/07/19 09:00:35 AM,45.307,55.819,79.300,58.7,0.1913
262,04/07/19 10:00:35 AM,45.399,55.602,85.200,83.7,0.1840
263,04/07/19 11:00:35 AM,45.669,55.992,92.200,141.2,0.1957
264,04/07/19 12:00:35 PM,46.031,59.830,89.800,291.2,0.2008
265,04/07/19 01:00:35 PM,46.526,59.099,90.100,166.2,0.1978
266,04/07/19 02:00:35 PM,47.109,62.620,93.200,218.7,0.2124
267,04/07/19 03:00:35 PM,47.602,63.648,90.400,181.2,0.2073
268,04/07/19 04:00:35 PM,48.049,67.285,87.400,248.7,0.2044
269,04/07/19 05:00:35 PM,48.538,67.798,80.400,248.7,0.2037
270,04/07/19 06:00:35 PM,48.938,60.474,82.300,53.7,0.2763
271,04/07/19 07:00:35 PM,49.516,61.977,92.000,36.2,0.2269
272,04/07/19 08:00:35 PM,49.692,61.677,84.600,1.2,0.2116
273,04/07/19 09:00:35 PM,49.604,58.798,85.900,1.2,0.2073
274,04/07/19 10:00:35 PM,49.428,56.079,88.900,1.2,0.2051
275,04/07/19 11:00:35 PM,49.116,53.690,92.700,1.2,0.2029
276,04/08/19 12:00:35 AM,48.850,53.341,95.000,1.2,0.2015
277,04/08/19 01:00:35 AM,48.538,52.203,95.500,1.2,0.2008
278,04/08/19 02:00:35 AM,48.315,51.325,96.300,1.2,0.2000
279,04/08/19 03:00:35 AM,48.094,51.062,97.400,1.2,0.1993
280,04/08/19 04:00:35 AM,47.914,49.782,97.900,1.2,0.1986
281,04/08/19 05:00:35 AM,47.691,47.959,98.400,1.2,0.1978
282,04/08/19 06:00:35 AM,47.467,48.049,99.000,1.2,0.1978
283,04/08/19 07:00:35 AM,47.244,48.672,99.300,11.2,0.1971
284,04/08/19 08:00:35 AM,47.019,52.772,99.500,103.7,0.1971
285,04/08/19 09:00:35 AM,46.974,58.325,96.200,213.7,0.1971
286,04/08/19 10:00:35 AM,47.199,61.248,84.000,326.2,0.1978
287,04/08/19 11:00:35 AM,47.602,65.230,72.900,566.2,0.1978
288,04/08/19 12:00:35 PM,48.272,68.956,51.900,628.7,0.1986
289,04/08/19 01:00:35 PM,49.161,70.930,40.000,771.2,0.2000
290,04/08/19 02:00:35 PM,50.002,72.912,29.300,886.2,0.2037
291,04/08/19 03:00:35 PM,50.797,75.204,24.700,698.7,0.2051
292,04/08/19 04:00:35 PM,51.501,75.985,25.000,496.2,0.2051
293,04/08/19 05:00:35 PM,51.940,72.997,26.600,233.7,0.2051
294,04/08/19 06:00:35 PM,52.115,71.361,29.400,163.7,0.2051
295,04/08/19 07:00:35 PM,52.029,68.185,31.700,36.2,0.2037
296,04/08/19 08:00:35 PM,51.764,62.533,39.600,3.7,0.2037
297,04/08/19 09:00:35 PM,51.413,61.075,51.300,1.2,0.2029
298,04/08/19 10:00:35 PM,51.017,61.162,53.500,1.2,0.2022
299,04/08/19 11:00:35 PM,50.709,59.873,52.700,1.2,0.2022
300,04/09/19 12:00:35 AM,50.400,59.056,54.100,1.2,0.2015
301,04/09/19 01:00:35 AM,50.135,58.712,59.000,1.2,0.2015
302,04/09/19 02:00:35 AM,49.825,56.685,53.600,1.2,0.2015
303,04/09/19 03:00:35 AM,49.561,53.908,58.100,1.2,0.2015
304,04/09/19 04:00:35 AM,49.249,50.664,64.900,1.2,0.2008
305,04/09/19 05:00:35 AM,48.895,46.166,70.400,1.2,0.2000
306,04/09/19 06:00:35 AM,48.538,42.755,80.700,1.2,0.1993
307,04/09/19 07:00:35 AM,48.137,42.663,86.300,13.7,0.1986
308,04/09/19 08:00:35 AM,47.826,49.338,85.100,73.7,0.1986
309,04/09/19 09:00:35 AM,47.602,56.642,67.300,171.2,0.1993
