"Plot Title: Rollinson_U134"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 9663854, SEN S/N: 2445099)","Temp, °C (LGR S/N: 9663854, SEN S/N: 20145886)","RH, % (LGR S/N: 9663854, SEN S/N: 20145886)","PAR, µmol/m²/s (LGR S/N: 9663854, SEN S/N: 20210397)","Water Content, m³/m³ (LGR S/N: 9663854, SEN S/N: 20267513)"
182,07/30/19 01:23:25 AM,20.388,18.557,98.100,1.2,0.2008
183,07/30/19 02:23:25 AM,20.269,17.915,98.400,1.2,0.2008
184,07/30/19 03:23:25 AM,20.126,18.176,98.700,1.2,0.2008
185,07/30/19 04:23:25 AM,20.007,18.081,98.900,1.2,0.2008
186,07/30/19 05:23:25 AM,19.912,17.938,98.900,1.2,0.2008
187,07/30/19 06:23:25 AM,19.817,18.057,98.600,1.2,0.2008
188,07/30/19 07:23:25 AM,19.722,19.127,98.400,1.2,0.2008
189,07/30/19 08:23:25 AM,19.674,20.674,93.600,3.7,0.2008
190,07/30/19 09:23:25 AM,19.674,22.011,85.500,11.2,0.2000
191,07/30/19 10:23:25 AM,19.746,22.848,80.100,16.2,0.2008
192,07/30/19 11:23:25 AM,19.841,23.424,77.400,16.2,0.2008
193,07/30/19 12:23:25 PM,19.984,23.713,76.200,18.7,0.2008
194,07/30/19 01:23:25 PM,20.103,23.376,75.000,13.7,0.2008
195,07/30/19 02:23:25 PM,20.198,24.508,73.000,18.7,0.2000
196,07/30/19 03:23:25 PM,20.269,23.881,70.400,16.2,0.2008
197,07/30/19 04:23:25 PM,20.341,22.824,73.400,6.2,0.2008
198,07/30/19 05:23:25 PM,20.341,22.298,73.000,6.2,0.2015
199,07/30/19 06:23:25 PM,20.293,21.915,73.700,3.7,0.2015
200,07/30/19 07:23:25 PM,20.222,21.318,72.700,1.2,0.2015
201,07/30/19 08:23:25 PM,20.126,20.388,71.500,1.2,0.2015
202,07/30/19 09:23:25 PM,20.007,20.007,73.400,1.2,0.2022
203,07/30/19 10:23:25 PM,19.888,18.866,76.500,1.2,0.2015
204,07/30/19 11:23:25 PM,19.770,17.724,81.800,1.2,0.2015
205,07/31/19 12:23:25 AM,19.651,17.368,88.200,1.2,0.2008
206,07/31/19 01:23:25 AM,19.508,16.630,91.500,1.2,0.2000
207,07/31/19 02:23:25 AM,19.365,16.058,93.300,1.2,0.2000
208,07/31/19 03:23:25 AM,19.222,15.700,94.500,1.2,0.2000
209,07/31/19 04:23:25 AM,19.080,15.199,95.500,1.2,0.2000
210,07/31/19 05:23:25 AM,18.937,14.840,96.400,1.2,0.2000
211,07/31/19 06:23:25 AM,18.794,15.342,96.900,1.2,0.2000
212,07/31/19 07:23:25 AM,18.675,16.511,96.800,1.2,0.2000
213,07/31/19 08:23:25 AM,18.604,18.913,93.100,3.7,0.2008
214,07/31/19 09:23:25 AM,18.604,20.055,76.600,8.7,0.2015
215,07/31/19 10:23:25 AM,18.628,20.913,67.100,13.7,0.2015
216,07/31/19 11:23:25 AM,18.675,21.413,62.300,16.2,0.2015
217,07/31/19 12:23:25 PM,18.723,21.987,59.700,31.2,0.2022
218,07/31/19 01:23:25 PM,18.794,22.537,59.200,23.7,0.2029
219,07/31/19 02:23:25 PM,18.866,22.609,57.900,16.2,0.2022
220,07/31/19 03:23:25 PM,18.937,22.800,57.600,26.2,0.2022
221,07/31/19 04:23:25 PM,19.032,22.681,56.900,8.7,0.2022
222,07/31/19 05:23:25 PM,19.056,22.393,57.200,6.2,0.2029
223,07/31/19 06:23:25 PM,19.056,21.700,61.500,3.7,0.2022
224,07/31/19 07:23:25 PM,19.056,20.770,63.300,1.2,0.2022
225,07/31/19 08:23:25 PM,19.008,19.698,65.900,1.2,0.2022
226,07/31/19 09:23:25 PM,18.937,17.891,73.900,1.2,0.2022
227,07/31/19 10:23:25 PM,18.842,16.773,80.000,1.2,0.2022
228,07/31/19 11:23:25 PM,18.723,16.082,83.500,1.2,0.2022
229,08/01/19 12:23:25 AM,18.580,14.840,87.800,1.2,0.2015
230,08/01/19 01:23:25 AM,18.438,14.409,89.800,1.2,0.2000
231,08/01/19 02:23:25 AM,18.271,14.385,90.900,1.2,0.1993
232,08/01/19 03:23:25 AM,18.129,13.714,92.300,1.2,0.1993
233,08/01/19 04:23:25 AM,17.986,13.666,93.100,1.2,0.1993
234,08/01/19 05:23:25 AM,17.843,13.497,93.900,1.2,0.1986
235,08/01/19 06:23:25 AM,17.724,13.738,94.700,1.2,0.1993
236,08/01/19 07:23:25 AM,17.605,15.103,94.500,1.2,0.1993
237,08/01/19 08:23:25 AM,17.558,17.582,92.800,6.2,0.2000
238,08/01/19 09:23:25 AM,17.629,21.103,86.300,8.7,0.2008
239,08/01/19 10:23:25 AM,17.772,22.345,73.900,13.7,0.2015
240,08/01/19 11:23:25 AM,17.962,23.497,64.800,13.7,0.2015
241,08/01/19 12:23:25 PM,18.200,24.726,59.000,26.2,0.2015
242,08/01/19 01:23:25 PM,18.414,24.460,58.400,26.2,0.2015
243,08/01/19 02:23:25 PM,18.604,24.968,61.600,16.2,0.2008
244,08/01/19 03:23:25 PM,18.794,24.605,59.900,13.7,0.2015
245,08/01/19 04:23:25 PM,18.937,24.532,59.600,8.7,0.2008
246,08/01/19 05:23:25 PM,19.032,24.339,58.500,6.2,0.2015
247,08/01/19 06:23:25 PM,19.103,23.809,56.900,3.7,0.2015
248,08/01/19 07:23:25 PM,19.103,23.208,52.500,1.2,0.2015
249,08/01/19 08:23:25 PM,19.080,21.867,52.000,1.2,0.2015
250,08/01/19 09:23:25 PM,19.032,19.508,58.500,1.2,0.2008
251,08/01/19 10:23:25 PM,18.913,17.272,65.600,1.2,0.2008
252,08/01/19 11:23:25 PM,18.771,16.249,80.100,1.2,0.2008
253,08/02/19 12:23:25 AM,18.604,15.270,87.500,1.2,0.2015
254,08/02/19 01:23:25 AM,18.414,14.792,91.400,1.2,0.2015
255,08/02/19 02:23:25 AM,18.247,14.936,93.000,1.2,0.2015
256,08/02/19 03:23:25 AM,18.105,14.984,93.800,1.2,0.2015
257,08/02/19 04:23:25 AM,17.986,14.984,94.800,1.2,0.1986
258,08/02/19 05:23:25 AM,17.891,15.485,95.700,1.2,0.2008
259,08/02/19 06:23:25 AM,17.819,14.960,95.800,1.2,0.2008
260,08/02/19 07:23:25 AM,17.748,16.129,95.800,1.2,0.2008
261,08/02/19 08:23:25 AM,17.724,18.771,94.900,6.2,0.2008
262,08/02/19 09:23:25 AM,17.796,21.772,87.900,18.7,0.2008
263,08/02/19 10:23:25 AM,17.962,23.400,73.900,11.2,0.2029
264,08/02/19 11:23:25 AM,18.176,24.460,63.000,13.7,0.2022
265,08/02/19 12:23:25 PM,18.390,25.283,59.900,23.7,0.2015
266,08/02/19 01:23:25 PM,18.580,26.061,57.600,28.7,0.2029
267,08/02/19 02:23:25 PM,18.794,26.256,55.300,18.7,0.2037
268,08/02/19 03:23:25 PM,19.008,26.280,55.300,13.7,0.2037
269,08/02/19 04:23:25 PM,19.151,25.841,52.300,8.7,0.2044
270,08/02/19 05:23:25 PM,19.222,25.210,53.300,6.2,0.2044
271,08/02/19 06:23:25 PM,19.294,24.267,56.900,3.7,0.2051
272,08/02/19 07:23:25 PM,19.341,22.824,61.600,1.2,0.2051
273,08/02/19 08:23:25 PM,19.318,21.413,62.400,1.2,0.2051
274,08/02/19 09:23:25 PM,19.270,20.436,64.500,1.2,0.2051
275,08/02/19 10:23:25 PM,19.151,19.294,67.400,1.2,0.2058
276,08/02/19 11:23:25 PM,19.032,18.081,76.600,1.2,0.2058
277,08/03/19 12:23:25 AM,18.913,17.011,85.200,1.2,0.2058
278,08/03/19 01:23:25 AM,18.771,16.344,88.900,1.2,0.2051
279,08/03/19 02:23:25 AM,18.604,15.891,91.400,1.2,0.2044
280,08/03/19 03:23:25 AM,18.461,15.629,93.200,1.2,0.2051
281,08/03/19 04:23:25 AM,18.319,14.912,94.000,1.2,0.2044
282,08/03/19 05:23:25 AM,18.176,14.816,94.600,1.2,0.2015
283,08/03/19 06:23:25 AM,18.057,15.175,95.500,1.2,0.2008
284,08/03/19 07:23:25 AM,17.962,16.392,95.600,1.2,0.2008
285,08/03/19 08:23:25 AM,17.915,19.270,94.600,6.2,0.2022
286,08/03/19 09:23:25 AM,17.986,22.202,86.400,28.7,0.2037
287,08/03/19 10:23:25 AM,18.129,23.737,69.400,11.2,0.2037
288,08/03/19 11:23:25 AM,18.343,25.720,56.200,16.2,0.2044
289,08/03/19 12:23:25 PM,18.557,26.695,50.400,16.2,0.2044
290,08/03/19 01:23:25 PM,18.771,27.431,44.500,21.2,0.2044
291,08/03/19 02:23:25 PM,18.985,27.875,44.200,13.7,0.2051
292,08/03/19 03:23:25 PM,19.175,27.875,47.400,13.7,0.2044
293,08/03/19 04:23:25 PM,19.341,27.259,51.200,8.7,0.2051
294,08/03/19 05:23:25 PM,19.508,26.940,53.800,8.7,0.2051
295,08/03/19 06:23:25 PM,19.627,26.451,60.300,3.7,0.2051
296,08/03/19 07:23:25 PM,19.722,24.968,63.200,1.2,0.2058
297,08/03/19 08:23:25 PM,19.722,23.232,67.700,1.2,0.2058
298,08/03/19 09:23:25 PM,19.722,22.681,75.300,1.2,0.2058
299,08/03/19 10:23:25 PM,19.674,22.681,76.400,1.2,0.2058
300,08/03/19 11:23:25 PM,19.651,22.776,71.500,1.2,0.2058
301,08/04/19 12:23:25 AM,19.603,21.366,76.500,1.2,0.2058
302,08/04/19 01:23:25 AM,19.555,21.079,78.300,1.2,0.2066
303,08/04/19 02:23:25 AM,19.484,21.366,78.100,1.2,0.2066
304,08/04/19 03:23:25 AM,19.413,19.912,83.900,1.2,0.2066
305,08/04/19 04:23:25 AM,19.341,20.722,84.300,1.2,0.2066
306,08/04/19 05:23:25 AM,19.270,20.555,85.800,1.2,0.2066
307,08/04/19 06:23:25 AM,19.222,20.198,89.300,1.2,0.2066
308,08/04/19 07:23:25 AM,19.199,20.627,90.100,1.2,0.2073
309,08/04/19 08:23:25 AM,19.175,21.557,91.100,3.7,0.2073
310,08/04/19 09:23:25 AM,19.222,23.785,86.400,28.7,0.2073
311,08/04/19 10:23:25 AM,19.341,25.040,80.500,11.2,0.2080
312,08/04/19 11:23:25 AM,19.484,26.085,71.900,16.2,0.2080
313,08/04/19 12:23:25 PM,19.651,27.554,64.300,21.2,0.2080
314,08/04/19 01:23:25 PM,19.841,28.048,61.600,61.2,0.2080
315,08/04/19 02:23:25 PM,20.007,27.899,58.300,21.2,0.2080
316,08/04/19 03:23:25 PM,20.174,27.949,61.500,18.7,0.2080
317,08/04/19 04:23:25 PM,20.317,26.646,67.300,6.2,0.2080
318,08/04/19 05:23:25 PM,20.388,26.402,71.600,3.7,0.2080
319,08/04/19 06:23:25 PM,20.436,25.890,74.000,1.2,0.2087
320,08/04/19 07:23:25 PM,20.460,25.089,76.900,1.2,0.2087
321,08/04/19 08:23:25 PM,20.460,24.508,76.900,1.2,0.2087
322,08/04/19 09:23:25 PM,20.436,22.800,81.000,1.2,0.2087
323,08/04/19 10:23:25 PM,20.365,21.867,83.500,1.2,0.2087
324,08/04/19 11:23:25 PM,20.269,21.056,87.900,1.2,0.2095
325,08/05/19 12:23:25 AM,20.150,20.293,91.100,1.2,0.2095
326,08/05/19 01:23:25 AM,20.031,19.698,92.800,1.2,0.2095
327,08/05/19 02:23:25 AM,19.912,19.294,94.300,1.2,0.2095
328,08/05/19 03:23:25 AM,19.793,19.056,95.300,1.2,0.2095
329,08/05/19 04:23:25 AM,19.698,18.747,95.800,1.2,0.2095
330,08/05/19 05:23:25 AM,19.579,18.652,95.900,1.2,0.2095
331,08/05/19 06:23:25 AM,19.484,18.366,96.300,1.2,0.2095
332,08/05/19 07:23:25 AM,19.389,19.627,96.400,1.2,0.2087
333,08/05/19 08:23:25 AM,19.341,22.011,92.700,6.2,0.2095
334,08/05/19 09:23:25 AM,19.389,24.653,83.100,28.7,0.2095
335,08/05/19 10:23:25 AM,19.532,26.329,74.800,13.7,0.2095
336,08/05/19 11:23:25 AM,19.722,27.382,70.200,28.7,0.2095
337,08/05/19 12:23:25 PM,19.936,27.628,69.700,16.2,0.2102
338,08/05/19 01:23:25 PM,20.126,28.295,64.200,33.7,0.2109
339,08/05/19 02:23:25 PM,20.317,28.245,63.000,31.2,0.2102
340,08/05/19 03:23:25 PM,20.460,28.791,61.800,18.7,0.2109
341,08/05/19 04:23:25 PM,20.603,27.382,62.800,11.2,0.2109
342,08/05/19 05:23:25 PM,20.722,27.161,62.700,6.2,0.2109
343,08/05/19 06:23:25 PM,20.770,27.235,62.200,3.7,0.2109
344,08/05/19 07:23:25 PM,20.793,26.549,63.200,1.2,0.2109
345,08/05/19 08:23:25 PM,20.793,25.550,67.000,1.2,0.2109
346,08/05/19 09:23:25 PM,20.770,24.774,72.700,1.2,0.2102
347,08/05/19 10:23:25 PM,20.746,24.074,76.100,1.2,0.2109
348,08/05/19 11:23:25 PM,20.698,23.881,76.700,1.2,0.2109
349,08/06/19 12:23:25 AM,20.650,23.184,79.500,1.2,0.2102
350,08/06/19 01:23:25 AM,20.579,22.058,81.500,1.2,0.2102
351,08/06/19 02:23:25 AM,20.484,21.294,84.000,1.2,0.2102
352,08/06/19 03:23:25 AM,20.365,19.960,92.400,1.2,0.2102
353,08/06/19 04:23:25 AM,20.246,19.888,95.600,1.2,0.2080
354,08/06/19 05:23:25 AM,20.126,19.888,96.900,1.2,0.2066
355,08/06/19 06:23:25 AM,20.031,19.746,97.500,1.2,0.2073
356,08/06/19 07:23:25 AM,19.960,19.508,97.600,1.2,0.2073
357,08/06/19 08:23:25 AM,19.888,19.746,97.000,6.2,0.2066
