"Plot Title: Rollinson_HH115"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 9663853, SEN S/N: 2445097)","Water Content, m³/m³ (LGR S/N: 9663853, SEN S/N: 9673985)","PAR, µmol/m²/s (LGR S/N: 9663853, SEN S/N: 9680258)","Temp, °C (LGR S/N: 9663853, SEN S/N: 10448529)","RH, % (LGR S/N: 9663853, SEN S/N: 10448529)"
78,10/17/19 09:22:05 PM,9.854,0.3003,1.2,5.898,92.400
79,10/17/19 10:22:05 PM,9.756,0.3010,1.2,5.437,94.000
80,10/17/19 11:22:05 PM,9.632,0.3010,1.2,5.154,95.100
81,10/18/19 12:22:05 AM,9.534,0.3010,1.2,4.636,95.700
82,10/18/19 01:22:05 AM,9.435,0.3003,1.2,4.089,96.100
83,10/18/19 02:22:05 AM,9.312,0.2995,1.2,3.274,96.300
84,10/18/19 03:22:05 AM,9.213,0.3003,1.2,2.850,96.600
85,10/18/19 04:22:05 AM,9.089,0.2988,1.2,2.770,96.800
86,10/18/19 05:22:05 AM,8.941,0.2988,1.2,2.450,97.000
87,10/18/19 06:22:05 AM,8.817,0.2995,1.2,2.930,97.300
88,10/18/19 07:22:05 AM,8.717,0.2995,1.2,3.906,97.600
89,10/18/19 08:22:05 AM,8.618,0.2995,3.7,5.282,97.200
90,10/18/19 09:22:05 AM,8.593,0.2988,13.7,7.242,94.200
91,10/18/19 10:22:05 AM,8.643,0.2988,41.2,9.435,84.700
92,10/18/19 11:22:05 AM,8.767,0.2988,23.7,10.883,78.100
93,10/18/19 12:22:05 PM,8.965,0.2981,31.2,12.268,73.900
94,10/18/19 01:22:05 PM,9.213,0.2974,28.7,12.847,70.600
95,10/18/19 02:22:05 PM,9.435,0.2974,58.7,13.473,67.500
96,10/18/19 03:22:05 PM,9.657,0.2966,53.7,13.906,64.000
97,10/18/19 04:22:05 PM,9.854,0.2966,8.7,14.074,63.000
98,10/18/19 05:22:05 PM,10.001,0.2959,3.7,13.522,62.900
99,10/18/19 06:22:05 PM,10.100,0.2966,1.2,11.151,68.100
100,10/18/19 07:22:05 PM,10.149,0.2959,1.2,9.952,80.000
101,10/18/19 08:22:05 PM,10.149,0.2959,1.2,10.638,78.700
102,10/18/19 09:22:05 PM,10.124,0.2959,1.2,10.100,77.400
103,10/18/19 10:22:05 PM,10.075,0.2952,1.2,9.114,78.600
104,10/18/19 11:22:05 PM,10.026,0.2959,1.2,7.895,86.300
105,10/19/19 12:22:05 AM,9.952,0.2959,1.2,7.544,89.400
106,10/19/19 01:22:05 AM,9.879,0.2959,1.2,7.670,87.700
107,10/19/19 02:22:05 AM,9.780,0.2952,1.2,7.393,89.000
108,10/19/19 03:22:05 AM,9.706,0.2952,1.2,7.091,90.600
109,10/19/19 04:22:05 AM,9.657,0.2952,1.2,7.293,91.500
110,10/19/19 05:22:05 AM,9.608,0.2944,1.2,6.813,92.000
111,10/19/19 06:22:05 AM,9.558,0.2944,1.2,8.469,88.800
112,10/19/19 07:22:05 AM,9.534,0.2952,1.2,8.344,84.300
113,10/19/19 08:22:05 AM,9.509,0.2944,1.2,9.114,86.700
114,10/19/19 09:22:05 AM,9.534,0.2952,8.7,10.687,80.300
115,10/19/19 10:22:05 AM,9.583,0.2944,43.7,12.364,74.500
116,10/19/19 11:22:05 AM,9.756,0.2944,33.7,14.266,71.200
117,10/19/19 12:22:05 PM,9.977,0.2937,51.2,15.557,67.800
118,10/19/19 01:22:05 PM,10.247,0.2930,16.2,17.034,62.800
119,10/19/19 02:22:05 PM,10.541,0.2923,63.7,18.010,59.500
120,10/19/19 03:22:05 PM,10.810,0.2915,48.7,18.129,55.200
121,10/19/19 04:22:05 PM,11.053,0.2915,13.7,17.819,52.900
122,10/19/19 05:22:05 PM,11.200,0.2908,3.7,15.772,60.400
123,10/19/19 06:22:05 PM,11.321,0.2908,1.2,14.864,69.400
124,10/19/19 07:22:05 PM,11.394,0.2908,1.2,13.930,74.300
125,10/19/19 08:22:05 PM,11.443,0.2908,1.2,13.570,78.700
126,10/19/19 09:22:05 PM,11.467,0.2908,1.2,13.185,81.800
127,10/19/19 10:22:05 PM,11.467,0.2901,1.2,12.896,84.800
128,10/19/19 11:22:05 PM,11.467,0.2901,1.2,12.389,90.300
129,10/20/19 12:22:05 AM,11.492,0.2908,1.2,12.461,93.500
130,10/20/19 01:22:05 AM,11.492,0.2908,1.2,12.509,92.700
131,10/20/19 02:22:05 AM,11.492,0.2908,1.2,12.219,92.100
132,10/20/19 03:22:05 AM,11.492,0.2901,1.2,12.025,93.500
133,10/20/19 04:22:05 AM,11.492,0.2908,1.2,11.832,93.500
134,10/20/19 05:22:05 AM,11.492,0.2908,1.2,11.053,93.100
135,10/20/19 06:22:05 AM,11.467,0.2908,1.2,9.410,93.900
136,10/20/19 07:22:05 AM,11.394,0.2908,1.2,8.668,95.900
137,10/20/19 08:22:05 AM,11.297,0.2908,3.7,9.657,96.700
138,10/20/19 09:22:05 AM,11.224,0.2908,11.2,9.854,96.200
139,10/20/19 10:22:05 AM,11.175,0.2908,48.7,11.297,93.800
140,10/20/19 11:22:05 AM,11.224,0.2901,18.7,13.257,87.900
141,10/20/19 12:22:05 PM,11.297,0.2901,36.2,14.816,81.700
142,10/20/19 01:22:05 PM,11.467,0.2894,18.7,15.843,76.600
143,10/20/19 02:22:05 PM,11.662,0.2901,73.7,16.177,72.000
144,10/20/19 03:22:05 PM,11.832,0.2894,71.2,16.058,65.600
145,10/20/19 04:22:05 PM,11.977,0.2886,11.2,15.031,72.000
146,10/20/19 05:22:05 PM,12.074,0.2886,3.7,13.425,80.200
147,10/20/19 06:22:05 PM,12.074,0.2886,1.2,11.516,86.200
148,10/20/19 07:22:05 PM,12.025,0.2886,1.2,10.198,91.700
149,10/20/19 08:22:05 PM,11.929,0.2886,1.2,9.977,94.400
150,10/20/19 09:22:05 PM,11.807,0.2886,1.2,9.903,95.700
151,10/20/19 10:22:05 PM,11.710,0.2886,1.2,10.051,96.900
152,10/20/19 11:22:05 PM,11.637,0.2886,1.2,10.001,97.700
153,10/21/19 12:22:05 AM,11.565,0.2886,1.2,10.320,98.300
154,10/21/19 01:22:05 AM,11.516,0.2886,1.2,10.785,98.800
155,10/21/19 02:22:05 AM,11.492,0.2886,1.2,11.102,99.100
156,10/21/19 03:22:05 AM,11.492,0.2886,1.2,11.394,99.200
157,10/21/19 04:22:05 AM,11.516,0.2886,1.2,11.467,99.100
158,10/21/19 05:22:05 AM,11.540,0.2886,1.2,12.122,98.400
159,10/21/19 06:22:05 AM,11.540,0.2886,1.2,12.727,94.200
160,10/21/19 07:22:05 AM,11.589,0.2886,1.2,14.673,89.900
161,10/21/19 08:22:05 AM,11.637,0.2879,1.2,14.601,86.600
162,10/21/19 09:22:05 AM,11.734,0.2901,6.2,14.170,93.300
163,10/21/19 10:22:05 AM,11.856,0.2901,11.2,16.058,93.400
164,10/21/19 11:22:05 AM,12.001,0.2901,6.2,16.034,91.600
165,10/21/19 12:22:05 PM,12.195,0.2901,1.2,15.986,91.800
166,10/21/19 01:22:05 PM,12.364,0.2901,11.2,16.725,92.600
167,10/21/19 02:22:05 PM,12.534,0.2901,38.7,18.057,89.400
168,10/21/19 03:22:05 PM,12.727,0.2894,23.7,18.200,83.800
169,10/21/19 04:22:05 PM,12.944,0.2886,13.7,17.582,67.800
170,10/21/19 05:22:05 PM,12.992,0.2879,3.7,15.843,58.700
171,10/21/19 06:22:05 PM,12.920,0.2879,1.2,14.792,62.000
172,10/21/19 07:22:05 PM,12.799,0.2879,1.2,13.810,65.200
173,10/21/19 08:22:05 PM,12.678,0.2872,1.2,12.050,65.700
174,10/21/19 09:22:05 PM,12.485,0.2872,1.2,11.807,66.900
175,10/21/19 10:22:05 PM,12.316,0.2872,1.2,11.346,69.400
176,10/21/19 11:22:05 PM,12.147,0.2872,1.2,10.834,71.300
177,10/22/19 12:22:05 AM,11.977,0.2865,1.2,10.492,73.500
178,10/22/19 01:22:05 AM,11.807,0.2865,1.2,10.345,74.700
179,10/22/19 02:22:05 AM,11.662,0.2850,1.2,10.247,75.300
180,10/22/19 03:22:05 AM,11.516,0.2857,1.2,10.247,75.600
181,10/22/19 04:22:05 AM,11.394,0.2886,1.2,10.001,77.300
182,10/22/19 05:22:05 AM,11.321,0.2886,1.2,8.668,82.900
183,10/22/19 06:22:05 AM,11.224,0.2901,1.2,9.163,85.800
184,10/22/19 07:22:05 AM,11.127,0.2915,1.2,9.114,83.100
185,10/22/19 08:22:05 AM,11.053,0.2915,1.2,8.767,85.000
186,10/22/19 09:22:05 AM,10.980,0.2930,6.2,8.344,88.300
187,10/22/19 10:22:05 AM,10.907,0.2930,18.7,8.519,89.300
188,10/22/19 11:22:05 AM,10.858,0.2930,13.7,7.870,87.900
189,10/22/19 12:22:05 PM,10.834,0.2937,16.2,7.569,89.700
190,10/22/19 01:22:05 PM,10.785,0.2937,16.2,8.220,89.000
191,10/22/19 02:22:05 PM,10.736,0.2937,16.2,8.841,82.700
192,10/22/19 03:22:05 PM,10.687,0.2937,18.7,9.361,78.400
193,10/22/19 04:22:05 PM,10.663,0.2930,13.7,9.706,75.900
194,10/22/19 05:22:05 PM,10.638,0.2930,8.7,9.386,73.800
195,10/22/19 06:22:05 PM,10.638,0.2923,1.2,9.139,74.600
196,10/22/19 07:22:05 PM,10.614,0.2923,1.2,9.238,76.700
197,10/22/19 08:22:05 PM,10.565,0.2923,1.2,9.509,76.700
198,10/22/19 09:22:05 PM,10.541,0.2923,1.2,9.361,75.100
199,10/22/19 10:22:05 PM,10.516,0.2915,1.2,8.444,70.200
200,10/22/19 11:22:05 PM,10.467,0.2908,1.2,7.619,69.700
201,10/23/19 12:22:05 AM,10.394,0.2901,1.2,7.091,71.700
202,10/23/19 01:22:05 AM,10.296,0.2894,1.2,6.204,72.700
203,10/23/19 02:22:05 AM,10.173,0.2901,1.2,5.154,75.100
204,10/23/19 03:22:05 AM,10.026,0.2901,1.2,4.506,78.600
205,10/23/19 04:22:05 AM,9.854,0.2901,1.2,4.089,80.400
206,10/23/19 05:22:05 AM,9.682,0.2894,1.2,3.643,82.600
207,10/23/19 06:22:05 AM,9.509,0.2894,1.2,3.670,84.100
208,10/23/19 07:22:05 AM,9.361,0.2894,1.2,3.248,85.300
209,10/23/19 08:22:05 AM,9.213,0.2894,3.7,4.350,86.000
210,10/23/19 09:22:05 AM,9.114,0.2894,11.2,6.458,81.700
211,10/23/19 10:22:05 AM,9.114,0.2894,58.7,7.895,76.300
212,10/23/19 11:22:05 AM,9.188,0.2894,38.7,8.419,74.900
213,10/23/19 12:22:05 PM,9.312,0.2894,23.7,8.120,77.600
214,10/23/19 01:22:05 PM,9.410,0.2879,48.7,10.785,78.100
215,10/23/19 02:22:05 PM,9.583,0.2886,53.7,12.025,69.700
216,10/23/19 03:22:05 PM,9.780,0.2879,38.7,12.896,66.600
217,10/23/19 04:22:05 PM,9.952,0.2879,16.2,13.425,66.300
218,10/23/19 05:22:05 PM,10.100,0.2879,6.2,12.147,64.500
219,10/23/19 06:22:05 PM,10.222,0.2872,1.2,11.346,72.800
220,10/23/19 07:22:05 PM,10.271,0.2872,1.2,10.932,75.600
221,10/23/19 08:22:05 PM,10.320,0.2872,1.2,9.952,83.000
222,10/23/19 09:22:05 PM,10.345,0.2872,1.2,9.583,89.300
223,10/23/19 10:22:05 PM,10.345,0.2879,1.2,9.336,93.000
224,10/23/19 11:22:05 PM,10.345,0.2879,1.2,9.213,94.300
225,10/24/19 12:22:05 AM,10.345,0.2872,1.2,8.344,94.000
226,10/24/19 01:22:05 AM,10.320,0.2872,1.2,7.795,94.300
227,10/24/19 02:22:05 AM,10.271,0.2872,1.2,7.393,93.900
228,10/24/19 03:22:05 AM,10.222,0.2872,1.2,6.990,93.800
229,10/24/19 04:22:05 AM,10.149,0.2865,1.2,5.949,93.200
230,10/24/19 05:22:05 AM,10.051,0.2872,1.2,5.693,93.300
231,10/24/19 06:22:05 AM,9.952,0.2865,1.2,6.102,93.600
232,10/24/19 07:22:05 AM,9.879,0.2872,1.2,5.847,92.800
233,10/24/19 08:22:05 AM,9.805,0.2865,1.2,5.179,94.300
234,10/24/19 09:22:05 AM,9.706,0.2872,11.2,6.102,95.000
235,10/24/19 10:22:05 AM,9.657,0.2872,28.7,7.494,89.000
236,10/24/19 11:22:05 AM,9.657,0.2865,31.2,8.394,81.100
237,10/24/19 12:22:05 PM,9.706,0.2865,38.7,8.965,75.000
238,10/24/19 01:22:05 PM,9.780,0.2865,46.2,9.386,72.500
239,10/24/19 02:22:05 PM,9.854,0.2865,36.2,9.682,70.300
240,10/24/19 03:22:05 PM,9.928,0.2857,28.7,9.558,69.500
241,10/24/19 04:22:05 PM,10.001,0.2857,18.7,9.213,71.200
242,10/24/19 05:22:05 PM,10.026,0.2857,6.2,8.419,74.100
243,10/24/19 06:22:05 PM,10.026,0.2850,1.2,6.636,79.400
244,10/24/19 07:22:05 PM,9.952,0.2850,1.2,5.872,84.800
245,10/24/19 08:22:05 PM,9.854,0.2850,1.2,5.514,88.200
246,10/24/19 09:22:05 PM,9.756,0.2850,1.2,5.898,89.400
247,10/24/19 10:22:05 PM,9.657,0.2850,1.2,5.847,89.200
248,10/24/19 11:22:05 PM,9.583,0.2850,1.2,6.281,89.300
249,10/25/19 12:22:05 AM,9.534,0.2850,1.2,6.077,84.600
250,10/25/19 01:22:05 AM,9.460,0.2843,1.2,5.821,85.300
251,10/25/19 02:22:05 AM,9.410,0.2843,1.2,5.668,87.700
252,10/25/19 03:22:05 AM,9.361,0.2843,1.2,5.514,89.100
253,10/25/19 04:22:05 AM,9.312,0.2843,1.2,5.591,90.300
254,10/25/19 05:22:05 AM,9.287,0.2843,1.2,5.385,90.000
255,10/25/19 06:22:05 AM,9.238,0.2843,1.2,5.205,91.400
256,10/25/19 07:22:05 AM,9.188,0.2843,1.2,5.282,91.900
257,10/25/19 08:22:05 AM,9.163,0.2843,3.7,5.719,92.300
258,10/25/19 09:22:05 AM,9.114,0.2843,11.2,6.408,89.100
259,10/25/19 10:22:05 AM,9.114,0.2843,16.2,6.839,82.700
260,10/25/19 11:22:05 AM,9.139,0.2843,26.2,7.519,78.500
261,10/25/19 12:22:05 PM,9.188,0.2843,43.7,7.995,73.500
262,10/25/19 01:22:05 PM,9.262,0.2843,48.7,8.618,70.000
263,10/25/19 02:22:05 PM,9.336,0.2836,43.7,8.568,66.800
