"Plot Title: Rollinson_B127"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 9663855, SEN S/N: 2445096)","Water Content, m³/m³ (LGR S/N: 9663855, SEN S/N: 9673988)","Temp, °F (LGR S/N: 9663855, SEN S/N: 10448527)","RH, % (LGR S/N: 9663855, SEN S/N: 10448527)","PAR, µmol/m²/s (LGR S/N: 9663855, SEN S/N: 20210396)"
26,05/04/19 10:59:40 AM,47.736,0.2567,59.099,60.700,781.2
27,05/04/19 11:59:40 AM,48.628,0.2560,61.333,55.900,683.7
28,05/04/19 12:59:40 PM,49.692,0.2560,62.919,52.100,1063.7
29,05/04/19 01:59:40 PM,50.841,0.2560,63.604,49.200,888.7
30,05/04/19 02:59:40 PM,51.764,0.2560,63.648,48.200,418.7
31,05/04/19 03:59:40 PM,52.423,0.2545,64.033,48.100,353.7
32,05/04/19 04:59:40 PM,52.860,0.2545,63.347,46.000,421.2
33,05/04/19 05:59:40 PM,53.209,0.2538,62.148,46.200,163.7
34,05/04/19 06:59:40 PM,53.209,0.2530,59.959,48.400,46.2
35,05/04/19 07:59:40 PM,52.992,0.2530,56.599,50.300,16.2
36,05/04/19 08:59:40 PM,52.641,0.2523,54.820,54.100,1.2
37,05/04/19 09:59:40 PM,52.246,0.2523,53.298,58.200,1.2
38,05/04/19 10:59:40 PM,51.852,0.2523,52.072,61.200,1.2
39,05/04/19 11:59:40 PM,51.501,0.2523,50.841,61.900,1.2
40,05/05/19 12:59:40 AM,51.148,0.2516,50.092,64.800,1.2
41,05/05/19 01:59:40 AM,50.797,0.2516,49.028,68.000,1.2
42,05/05/19 02:59:40 AM,50.488,0.2516,47.334,72.300,1.2
43,05/05/19 03:59:40 AM,50.180,0.2509,47.064,75.600,1.2
44,05/05/19 04:59:40 AM,49.914,0.2509,46.391,76.000,1.2
45,05/05/19 05:59:40 AM,49.649,0.2509,46.931,77.900,1.2
46,05/05/19 06:59:40 AM,49.383,0.2509,48.762,77.800,43.7
47,05/05/19 07:59:40 AM,49.249,0.2516,54.037,73.000,153.7
48,05/05/19 08:59:40 AM,49.294,0.2516,61.075,62.100,411.2
49,05/05/19 09:59:40 AM,49.649,0.2523,65.658,55.100,618.7
50,05/05/19 10:59:40 AM,50.223,0.2530,68.484,53.100,718.7
51,05/05/19 11:59:40 AM,51.237,0.2530,68.999,49.100,673.7
52,05/05/19 12:59:40 PM,52.423,0.2530,71.490,45.600,983.7
53,05/05/19 01:59:40 PM,53.559,0.2523,72.221,43.600,731.2
54,05/05/19 02:59:40 PM,54.343,0.2523,72.136,44.900,386.2
55,05/05/19 03:59:40 PM,54.995,0.2516,72.136,47.200,223.7
56,05/05/19 04:59:40 PM,55.429,0.2516,71.060,49.100,231.2
57,05/05/19 05:59:40 PM,55.690,0.2509,70.029,49.400,133.7
58,05/05/19 06:59:40 PM,55.776,0.2501,69.985,50.100,56.2
59,05/05/19 07:59:40 PM,55.690,0.2501,67.757,51.400,8.7
60,05/05/19 08:59:40 PM,55.472,0.2494,66.043,54.900,1.2
61,05/05/19 09:59:40 PM,55.213,0.2494,64.503,58.200,1.2
62,05/05/19 10:59:40 PM,54.952,0.2494,60.390,67.900,1.2
63,05/05/19 11:59:40 PM,54.691,0.2487,58.411,80.200,1.2
64,05/06/19 12:59:40 AM,54.430,0.2487,57.592,82.400,1.2
65,05/06/19 01:59:40 AM,54.169,0.2494,57.290,84.200,1.2
66,05/06/19 02:59:40 AM,53.908,0.2494,55.168,87.500,1.2
67,05/06/19 03:59:40 AM,53.645,0.2487,56.426,89.400,1.2
68,05/06/19 04:59:40 AM,53.472,0.2487,56.469,84.500,1.2
69,05/06/19 05:59:40 AM,53.298,0.2487,57.376,80.100,1.2
70,05/06/19 06:59:40 AM,53.166,0.2487,57.463,80.500,41.2
71,05/06/19 07:59:40 AM,53.078,0.2487,62.362,73.700,141.2
72,05/06/19 08:59:40 AM,53.121,0.2494,66.258,62.700,288.7
73,05/06/19 09:59:40 AM,53.384,0.2494,66.429,61.800,193.7
74,05/06/19 10:59:40 AM,53.733,0.2501,69.771,56.000,578.7
75,05/06/19 11:59:40 AM,54.343,0.2501,68.400,56.600,266.2
76,05/06/19 12:59:40 PM,54.865,0.2501,58.626,70.200,91.2
77,05/06/19 01:59:40 PM,54.995,0.2494,54.255,82.700,196.2
78,05/06/19 02:59:40 PM,54.952,0.2494,58.669,81.600,293.7
79,05/06/19 03:59:40 PM,54.995,0.2494,56.642,77.000,226.2
80,05/06/19 04:59:40 PM,54.995,0.2494,57.936,72.900,216.2
81,05/06/19 05:59:40 PM,54.952,0.2487,56.035,69.200,141.2
82,05/06/19 06:59:40 PM,54.865,0.2480,52.992,71.000,48.7
83,05/06/19 07:59:40 PM,54.604,0.2480,50.621,73.200,6.2
84,05/06/19 08:59:40 PM,54.212,0.2472,48.360,75.200,1.2
85,05/06/19 09:59:40 PM,53.776,0.2472,46.706,78.400,1.2
86,05/06/19 10:59:40 PM,53.341,0.2465,46.301,80.800,1.2
87,05/06/19 11:59:40 PM,52.903,0.2472,46.841,80.800,1.2
88,05/07/19 12:59:40 AM,52.554,0.2501,44.627,85.900,1.2
89,05/07/19 01:59:40 AM,52.160,0.2865,43.990,94.600,1.2
90,05/07/19 02:59:40 AM,51.633,0.3380,44.355,96.700,1.2
91,05/07/19 03:59:40 AM,50.974,0.3220,44.674,97.800,1.2
92,05/07/19 04:59:40 AM,50.621,0.3206,44.809,98.400,1.2
93,05/07/19 05:59:40 AM,50.400,0.3119,44.991,98.400,1.2
94,05/07/19 06:59:40 AM,50.268,0.3017,44.355,98.400,6.2
95,05/07/19 07:59:40 AM,50.135,0.2944,44.310,98.200,26.2
96,05/07/19 08:59:40 AM,50.047,0.2886,44.809,97.800,46.2
97,05/07/19 09:59:40 AM,49.959,0.2843,45.217,96.700,48.7
98,05/07/19 10:59:40 AM,49.914,0.2814,46.974,95.200,101.2
99,05/07/19 11:59:40 AM,49.914,0.2792,48.137,91.700,198.7
100,05/07/19 12:59:40 PM,50.047,0.2777,48.717,87.800,306.2
101,05/07/19 01:59:40 PM,50.311,0.2756,50.488,84.800,316.2
102,05/07/19 02:59:40 PM,50.621,0.2741,50.223,81.900,311.2
103,05/07/19 03:59:40 PM,50.886,0.2727,49.249,80.300,286.2
104,05/07/19 04:59:40 PM,51.062,0.2712,49.383,75.900,221.2
105,05/07/19 05:59:40 PM,51.148,0.2705,48.360,74.100,123.7
106,05/07/19 06:59:40 PM,51.105,0.2690,46.031,72.500,51.2
107,05/07/19 07:59:40 PM,50.886,0.2676,44.082,73.000,6.2
108,05/07/19 08:59:40 PM,50.533,0.2668,43.396,73.300,1.2
109,05/07/19 09:59:40 PM,50.180,0.2661,43.167,71.000,1.2
110,05/07/19 10:59:40 PM,49.825,0.2654,43.579,71.400,1.2
111,05/07/19 11:59:40 PM,49.516,0.2647,44.355,70.200,1.2
112,05/08/19 12:59:40 AM,49.249,0.2639,44.856,71.300,1.2
113,05/08/19 01:59:40 AM,49.073,0.2639,45.986,73.300,1.2
114,05/08/19 02:59:40 AM,48.938,0.2632,47.512,76.500,1.2
115,05/08/19 03:59:40 AM,48.850,0.2632,49.561,76.900,1.2
116,05/08/19 04:59:40 AM,48.850,0.2668,46.661,82.300,1.2
117,05/08/19 05:59:40 AM,48.805,0.2727,46.031,91.600,1.2
118,05/08/19 06:59:40 AM,48.805,0.2712,46.931,93.200,18.7
119,05/08/19 07:59:40 AM,48.762,0.2705,48.137,89.200,63.7
120,05/08/19 08:59:40 AM,48.805,0.2690,49.204,79.900,86.2
121,05/08/19 09:59:40 AM,48.895,0.2683,52.072,73.400,241.2
122,05/08/19 10:59:40 AM,49.073,0.2676,54.995,66.900,443.7
123,05/08/19 11:59:40 AM,49.516,0.2668,57.549,64.700,356.2
124,05/08/19 12:59:40 PM,49.959,0.2661,57.463,66.200,311.2
125,05/08/19 01:59:40 PM,50.445,0.2654,61.547,66.000,376.2
126,05/08/19 02:59:40 PM,50.974,0.2654,64.288,63.600,323.7
127,05/08/19 03:59:40 PM,51.589,0.2647,67.500,63.900,263.7
128,05/08/19 04:59:40 PM,52.160,0.2647,68.999,63.500,196.2
129,05/08/19 05:59:40 PM,52.686,0.2647,72.394,63.100,103.7
130,05/08/19 06:59:40 PM,53.078,0.2639,72.093,62.700,61.2
131,05/08/19 07:59:40 PM,53.427,0.2639,71.146,64.800,11.2
132,05/08/19 08:59:40 PM,53.690,0.2632,70.759,67.300,1.2
133,05/08/19 09:59:40 PM,53.908,0.2639,65.017,76.900,1.2
134,05/08/19 10:59:40 PM,54.037,0.2632,63.819,87.800,1.2
135,05/08/19 11:59:40 PM,54.082,0.2836,62.276,92.300,1.2
136,05/09/19 12:59:40 AM,54.255,0.3112,61.290,96.000,1.2
137,05/09/19 01:59:40 AM,54.430,0.4070,61.419,98.200,1.2
138,05/09/19 02:59:40 AM,54.820,0.4361,60.991,99.000,1.2
139,05/09/19 03:59:40 AM,54.952,0.4397,61.075,99.500,1.2
140,05/09/19 04:59:40 AM,54.820,0.4397,61.032,99.800,1.2
141,05/09/19 05:59:40 AM,54.691,0.4383,61.590,100.000,1.2
142,05/09/19 06:59:40 AM,54.734,0.4375,63.133,100.000,11.2
143,05/09/19 07:59:40 AM,54.909,0.4368,63.946,100.000,38.7
144,05/09/19 08:59:40 AM,55.125,0.4092,64.845,98.900,93.7
145,05/09/19 09:59:40 AM,55.342,0.3867,64.632,95.200,106.2
146,05/09/19 10:59:40 AM,55.515,0.3693,66.214,93.900,218.7
147,05/09/19 11:59:40 AM,55.776,0.3504,64.117,89.900,283.7
148,05/09/19 12:59:40 PM,56.122,0.3380,60.132,87.900,288.7
149,05/09/19 01:59:40 PM,56.295,0.3199,58.066,86.800,243.7
150,05/09/19 02:59:40 PM,56.340,0.3024,56.728,82.200,288.7
151,05/09/19 03:59:40 PM,56.340,0.2944,54.516,81.500,193.7
152,05/09/19 04:59:40 PM,56.208,0.2886,53.298,80.200,183.7
153,05/09/19 05:59:40 PM,55.949,0.2850,51.984,80.100,96.2
154,05/09/19 06:59:40 PM,55.647,0.2821,50.929,80.700,33.7
155,05/09/19 07:59:40 PM,55.299,0.2799,49.561,82.100,3.7
156,05/09/19 08:59:40 PM,54.865,0.2777,48.895,84.500,1.2
157,05/09/19 09:59:40 PM,54.473,0.2763,48.583,83.900,1.2
158,05/09/19 10:59:40 PM,54.082,0.2748,47.871,83.300,1.2
159,05/09/19 11:59:40 PM,53.733,0.2734,47.199,84.000,1.2
160,05/10/19 12:59:40 AM,53.384,0.2727,45.354,88.800,1.2
161,05/10/19 01:59:40 AM,53.035,0.2712,45.399,89.200,1.2
162,05/10/19 02:59:40 AM,52.729,0.2705,45.307,88.000,1.2
163,05/10/19 03:59:40 AM,52.466,0.2698,44.537,88.800,1.2
164,05/10/19 04:59:40 AM,52.160,0.2690,43.990,89.400,1.2
165,05/10/19 05:59:40 AM,51.852,0.2683,44.400,87.700,1.2
166,05/10/19 06:59:40 AM,51.633,0.2676,44.263,85.700,6.2
167,05/10/19 07:59:40 AM,51.370,0.2668,45.262,80.900,71.2
168,05/10/19 08:59:40 AM,51.237,0.2661,47.691,75.200,176.2
169,05/10/19 09:59:40 AM,51.148,0.2654,51.589,68.900,248.7
170,05/10/19 10:59:40 AM,51.282,0.2654,53.472,64.700,488.7
171,05/10/19 11:59:40 AM,51.678,0.2654,54.343,61.800,541.2
172,05/10/19 12:59:40 PM,52.423,0.2647,57.074,56.300,858.7
173,05/10/19 01:59:40 PM,53.384,0.2639,58.928,54.100,511.2
174,05/10/19 02:59:40 PM,53.994,0.2632,57.333,54.600,241.2
175,05/10/19 03:59:40 PM,54.255,0.2625,56.469,58.600,183.7
176,05/10/19 04:59:40 PM,54.343,0.2618,56.208,58.300,148.7
177,05/10/19 05:59:40 PM,54.343,0.2618,56.251,58.200,63.7
178,05/10/19 06:59:40 PM,54.212,0.2610,54.387,60.700,33.7
179,05/10/19 07:59:40 PM,53.994,0.2603,50.533,65.100,11.2
180,05/10/19 08:59:40 PM,53.690,0.2603,46.886,70.600,1.2
181,05/10/19 09:59:40 PM,53.298,0.2596,44.946,75.300,1.2
182,05/10/19 10:59:40 PM,52.860,0.2596,43.900,79.200,1.2
183,05/10/19 11:59:40 PM,52.466,0.2596,42.755,81.600,1.2
184,05/11/19 12:59:40 AM,52.072,0.2589,43.488,83.400,1.2
185,05/11/19 01:59:40 AM,51.721,0.2589,43.443,84.500,1.2
186,05/11/19 02:59:40 AM,51.458,0.2581,44.991,87.400,1.2
187,05/11/19 03:59:40 AM,51.237,0.2581,44.856,86.600,1.2
188,05/11/19 04:59:40 AM,51.062,0.2581,44.400,88.500,1.2
189,05/11/19 05:59:40 AM,50.886,0.2581,45.127,88.600,1.2
190,05/11/19 06:59:40 AM,50.752,0.2581,46.796,87.200,23.7
191,05/11/19 07:59:40 AM,50.664,0.2574,47.467,79.800,31.2
192,05/11/19 08:59:40 AM,50.576,0.2574,47.826,74.900,38.7
193,05/11/19 09:59:40 AM,50.533,0.2574,49.073,73.300,76.2
194,05/11/19 10:59:40 AM,50.533,0.2574,51.237,67.200,101.2
195,05/11/19 11:59:40 AM,50.576,0.2574,52.203,59.200,98.7
196,05/11/19 12:59:40 PM,50.664,0.2574,51.764,56.800,76.2
197,05/11/19 01:59:40 PM,50.709,0.2574,49.782,60.500,58.7
198,05/11/19 02:59:40 PM,50.709,0.2589,46.166,73.500,46.2
199,05/11/19 03:59:40 PM,50.576,0.2639,44.674,87.500,68.7
200,05/11/19 04:59:40 PM,50.488,0.2661,44.991,90.200,78.7
201,05/11/19 05:59:40 PM,50.400,0.2668,45.082,90.900,78.7
202,05/11/19 06:59:40 PM,50.356,0.2661,44.809,89.600,58.7
203,05/11/19 07:59:40 PM,50.311,0.2654,44.218,87.800,18.7
204,05/11/19 08:59:40 PM,50.135,0.2647,43.579,87.700,1.2
205,05/11/19 09:59:40 PM,49.914,0.2639,43.763,88.200,1.2
206,05/11/19 10:59:40 PM,49.692,0.2639,43.853,86.500,1.2
207,05/11/19 11:59:40 PM,49.516,0.2632,43.853,87.600,1.2
208,05/12/19 12:59:40 AM,49.338,0.2632,43.853,88.600,1.2
209,05/12/19 01:59:40 AM,49.204,0.2625,44.037,88.400,1.2
210,05/12/19 02:59:40 AM,49.073,0.2625,44.082,86.300,1.2
211,05/12/19 03:59:40 AM,48.938,0.2618,43.306,86.500,1.2
212,05/12/19 04:59:40 AM,48.805,0.2618,42.755,89.400,1.2
213,05/12/19 05:59:40 AM,48.672,0.2610,42.616,90.100,1.2
214,05/12/19 06:59:40 AM,48.538,0.2610,43.306,89.300,21.2
215,05/12/19 07:59:40 AM,48.450,0.2610,44.263,86.000,46.2
216,05/12/19 08:59:40 AM,48.405,0.2610,45.579,81.900,103.7
217,05/12/19 09:59:40 AM,48.493,0.2603,47.557,80.700,188.7
218,05/12/19 10:59:40 AM,48.672,0.2603,50.223,75.500,353.7
219,05/12/19 11:59:40 AM,49.073,0.2603,52.729,69.800,413.7
220,05/12/19 12:59:40 PM,49.604,0.2603,52.466,65.800,296.2
221,05/12/19 01:59:40 PM,50.092,0.2603,52.860,64.200,301.2
222,05/12/19 02:59:40 PM,50.400,0.2596,51.017,64.900,168.7
223,05/12/19 03:59:40 PM,50.576,0.2596,50.576,66.300,101.2
224,05/12/19 04:59:40 PM,50.576,0.2589,49.649,67.700,76.2
225,05/12/19 05:59:40 PM,50.488,0.2589,48.538,69.200,41.2
226,05/12/19 06:59:40 PM,50.356,0.2603,44.946,82.500,13.7
227,05/12/19 07:59:40 PM,50.180,0.2639,43.671,91.500,3.7
228,05/12/19 08:59:40 PM,49.959,0.2647,41.508,92.300,1.2
229,05/12/19 09:59:40 PM,49.692,0.2647,41.369,92.200,1.2
230,05/12/19 10:59:40 PM,49.428,0.2647,41.508,94.600,1.2
231,05/12/19 11:59:40 PM,49.204,0.2647,42.247,95.400,1.2
232,05/13/19 12:59:40 AM,48.983,0.2639,42.708,96.400,1.2
233,05/13/19 01:59:40 AM,48.850,0.2639,42.478,96.500,1.2
234,05/13/19 02:59:40 AM,48.717,0.2632,42.341,96.200,1.2
235,05/13/19 03:59:40 AM,48.583,0.2632,43.214,92.900,1.2
236,05/13/19 04:59:40 AM,48.450,0.2632,42.064,87.200,1.2
237,05/13/19 05:59:40 AM,48.315,0.2625,40.438,91.000,1.2
238,05/13/19 06:59:40 AM,48.094,0.2625,42.478,92.400,33.7
239,05/13/19 07:59:40 AM,47.959,0.2618,47.781,85.800,146.2
240,05/13/19 08:59:40 AM,48.049,0.2625,51.544,78.000,136.2
241,05/13/19 09:59:40 AM,48.315,0.2618,56.599,70.000,278.7
242,05/13/19 10:59:40 AM,48.762,0.2625,57.592,60.500,473.7
243,05/13/19 11:59:40 AM,49.471,0.2618,59.099,55.200,398.7
244,05/13/19 12:59:40 PM,50.356,0.2618,62.661,49.700,706.2
245,05/13/19 01:59:40 PM,51.370,0.2610,61.333,46.600,721.2
246,05/13/19 02:59:40 PM,52.072,0.2610,63.048,45.900,291.2
247,05/13/19 03:59:40 PM,52.378,0.2603,62.233,49.900,153.7
248,05/13/19 04:59:40 PM,52.597,0.2596,60.046,53.100,128.7
249,05/13/19 05:59:40 PM,52.686,0.2596,58.755,53.700,51.2
250,05/13/19 06:59:40 PM,52.686,0.2589,56.035,56.800,28.7
251,05/13/19 07:59:40 PM,52.509,0.2589,52.423,59.800,8.7
252,05/13/19 08:59:40 PM,52.291,0.2581,49.028,66.400,1.2
253,05/13/19 09:59:40 PM,51.940,0.2581,47.244,72.700,1.2
254,05/13/19 10:59:40 PM,51.633,0.2581,45.896,76.700,1.2
255,05/13/19 11:59:40 PM,51.282,0.2574,45.399,79.400,1.2
256,05/14/19 12:59:40 AM,50.929,0.2574,44.492,82.100,1.2
257,05/14/19 01:59:40 AM,50.621,0.2574,43.853,87.100,1.2
258,05/14/19 02:59:40 AM,50.356,0.2574,42.892,88.900,1.2
259,05/14/19 03:59:40 AM,50.092,0.2574,41.832,89.000,1.2
260,05/14/19 04:59:40 AM,49.825,0.2574,41.043,91.600,1.2
261,05/14/19 05:59:40 AM,49.561,0.2567,42.247,92.700,1.2
262,05/14/19 06:59:40 AM,49.338,0.2567,46.436,89.000,36.2
263,05/14/19 07:59:40 AM,49.204,0.2567,52.378,78.100,178.7
264,05/14/19 08:59:40 AM,49.338,0.2567,57.333,65.200,136.2
265,05/14/19 09:59:40 AM,49.649,0.2567,61.547,56.300,213.7
266,05/14/19 10:59:40 AM,50.135,0.2574,64.204,49.800,443.7
267,05/14/19 11:59:40 AM,50.929,0.2574,67.413,43.400,311.2
268,05/14/19 12:59:40 PM,51.852,0.2574,69.256,39.000,656.2
269,05/14/19 01:59:40 PM,52.860,0.2574,69.300,37.900,451.2
270,05/14/19 02:59:40 PM,53.559,0.2567,69.643,38.000,281.2
271,05/14/19 03:59:40 PM,53.908,0.2567,67.842,36.600,116.2
272,05/14/19 04:59:40 PM,54.126,0.2560,68.913,39.700,96.2
273,05/14/19 05:59:40 PM,54.255,0.2560,66.686,40.000,53.7
274,05/14/19 06:59:40 PM,54.300,0.2552,64.931,45.500,26.2
275,05/14/19 07:59:40 PM,54.255,0.2552,62.919,41.300,8.7
276,05/14/19 08:59:40 PM,54.169,0.2545,60.174,42.800,1.2
277,05/14/19 09:59:40 PM,53.951,0.2545,59.616,44.500,1.2
278,05/14/19 10:59:40 PM,53.733,0.2545,59.056,45.000,1.2
279,05/14/19 11:59:40 PM,53.472,0.2538,57.636,46.700,1.2
280,05/15/19 12:59:40 AM,53.253,0.2538,54.865,52.300,1.2
281,05/15/19 01:59:40 AM,53.035,0.2538,54.516,65.400,1.2
282,05/15/19 02:59:40 AM,52.817,0.2530,53.559,74.300,1.2
283,05/15/19 03:59:40 AM,52.641,0.2538,53.994,81.100,1.2
284,05/15/19 04:59:40 AM,52.509,0.2530,52.554,82.800,1.2
285,05/15/19 05:59:40 AM,52.335,0.2530,54.126,83.900,1.2
286,05/15/19 06:59:40 AM,52.246,0.2530,55.602,82.900,26.2
287,05/15/19 07:59:40 AM,52.246,0.2530,58.411,79.300,81.2
288,05/15/19 08:59:40 AM,52.335,0.2530,63.347,70.500,103.7
289,05/15/19 09:59:40 AM,52.597,0.2538,67.329,61.500,221.2
290,05/15/19 10:59:40 AM,52.992,0.2545,68.828,57.000,381.2
291,05/15/19 11:59:40 AM,53.690,0.2545,70.201,55.000,206.2
292,05/15/19 12:59:40 PM,54.430,0.2538,70.543,52.900,591.2
293,05/15/19 01:59:40 PM,55.213,0.2538,72.523,50.100,643.7
294,05/15/19 02:59:40 PM,55.863,0.2538,73.861,48.700,198.7
295,05/15/19 03:59:40 PM,56.208,0.2538,73.213,46.600,143.7
296,05/15/19 04:59:40 PM,56.512,0.2530,73.688,46.800,88.7
297,05/15/19 05:59:40 PM,56.728,0.2530,72.997,47.800,61.2
298,05/15/19 06:59:40 PM,56.858,0.2523,70.372,50.700,28.7
299,05/15/19 07:59:40 PM,56.858,0.2523,68.270,53.100,6.2
300,05/15/19 08:59:40 PM,56.772,0.2523,67.586,56.100,1.2
301,05/15/19 09:59:40 PM,56.642,0.2516,66.729,57.400,1.2
302,05/15/19 10:59:40 PM,56.469,0.2516,65.487,60.900,1.2
303,05/15/19 11:59:40 PM,56.295,0.2516,64.332,64.000,1.2
304,05/16/19 12:59:40 AM,56.122,0.2516,62.834,67.500,1.2
305,05/16/19 01:59:40 AM,55.992,0.2509,61.934,70.800,1.2
306,05/16/19 02:59:40 AM,55.819,0.2509,60.861,73.500,1.2
307,05/16/19 03:59:40 AM,55.647,0.2509,59.916,76.700,1.2
308,05/16/19 04:59:40 AM,55.515,0.2509,59.529,78.500,1.2
309,05/16/19 05:59:40 AM,55.386,0.2509,59.445,82.000,1.2
310,05/16/19 06:59:40 AM,55.256,0.2509,60.991,86.400,23.7
311,05/16/19 07:59:40 AM,55.213,0.2509,64.803,86.500,118.7
312,05/16/19 08:59:40 AM,55.342,0.2509,67.114,82.800,103.7
313,05/16/19 09:59:40 AM,55.602,0.2509,68.527,77.900,93.7
314,05/16/19 10:59:40 AM,55.906,0.2516,69.643,75.200,73.7
315,05/16/19 11:59:40 AM,56.165,0.2509,67.714,77.600,33.7
316,05/16/19 12:59:40 PM,56.383,0.2538,62.704,90.800,1.2
317,05/16/19 01:59:40 PM,56.469,0.2574,63.304,94.100,21.2
318,05/16/19 02:59:40 PM,56.512,0.2581,66.814,91.000,76.2
319,05/16/19 03:59:40 PM,56.642,0.2574,68.871,86.400,73.7
320,05/16/19 04:59:40 PM,56.858,0.2574,74.163,82.500,86.2
321,05/16/19 05:59:40 PM,57.204,0.2574,74.381,74.300,36.2
322,05/16/19 06:59:40 PM,57.506,0.2574,72.997,75.000,21.2
323,05/16/19 07:59:40 PM,57.765,0.2567,72.221,80.400,6.2
324,05/16/19 08:59:40 PM,57.936,0.2567,68.099,87.200,1.2
325,05/16/19 09:59:40 PM,58.023,0.2567,69.085,90.200,1.2
326,05/16/19 10:59:40 PM,58.066,0.2567,68.614,90.300,1.2
327,05/16/19 11:59:40 PM,58.066,0.2567,67.500,92.200,1.2
328,05/17/19 12:59:40 AM,58.109,0.3395,64.288,95.100,1.2
329,05/17/19 01:59:40 AM,58.195,0.3053,63.304,97.500,1.2
330,05/17/19 02:59:40 AM,58.152,0.2966,64.760,96.400,1.2
331,05/17/19 03:59:40 AM,58.109,0.2901,63.347,97.000,1.2
332,05/17/19 04:59:40 AM,58.023,0.2865,55.472,97.400,1.2
333,05/17/19 05:59:40 AM,57.807,0.2836,53.645,94.300,1.2
334,05/17/19 06:59:40 AM,57.420,0.2814,53.472,87.300,11.2
335,05/17/19 07:59:40 AM,57.031,0.2792,52.903,84.000,33.7
336,05/17/19 08:59:40 AM,56.642,0.2777,52.160,82.500,31.2
337,05/17/19 09:59:40 AM,56.295,0.2763,53.035,83.100,36.2
338,05/17/19 10:59:40 AM,56.079,0.2748,51.809,77.100,56.2
339,05/17/19 11:59:40 AM,55.819,0.2741,49.825,80.400,43.7
340,05/17/19 12:59:40 PM,55.558,0.2734,49.073,83.600,68.7
341,05/17/19 01:59:40 PM,55.299,0.2727,49.471,80.200,58.7
342,05/17/19 02:59:40 PM,55.038,0.2719,50.576,77.600,113.7
343,05/17/19 03:59:40 PM,54.952,0.2712,50.092,76.300,76.2
344,05/17/19 04:59:40 PM,54.820,0.2705,49.561,76.300,36.2
345,05/17/19 05:59:40 PM,54.604,0.2698,48.137,75.500,28.7
346,05/17/19 06:59:40 PM,54.387,0.2836,44.719,86.100,11.2
347,05/17/19 07:59:40 PM,53.994,0.2814,44.901,83.600,3.7
348,05/17/19 08:59:40 PM,53.645,0.2799,45.082,85.700,1.2
349,05/17/19 09:59:40 PM,53.253,0.2785,45.307,86.300,1.2
350,05/17/19 10:59:40 PM,52.947,0.2770,45.172,87.700,1.2
351,05/17/19 11:59:40 PM,52.729,0.2756,45.307,87.600,1.2
352,05/18/19 12:59:40 AM,52.509,0.2748,45.036,87.500,1.2
353,05/18/19 01:59:40 AM,52.291,0.2741,44.492,87.700,1.2
354,05/18/19 02:59:40 AM,52.115,0.2734,44.355,88.900,1.2
355,05/18/19 03:59:40 AM,51.895,0.2727,44.263,89.600,1.2
356,05/18/19 04:59:40 AM,51.678,0.2719,44.400,90.900,1.2
357,05/18/19 05:59:40 AM,51.501,0.2719,44.991,90.700,1.2
